stimulus,List,Concrete_m,Concrete_sd,Number_of_ratings,Number_of_N-respones,Number_of_subjects
pens,5,4.53,0.74,15,0,15
penseel,4,4.73,0.59,15,0,15
pensioen,3,2.33,1.35,15,0,15
pension,5,3.33,1.23,15,0,15
pensionaat,5,2.86,1.41,14,1,15
pensionaris,1,2.82,1.17,11,4,15
pensioneren,3,2.33,1.40,15,0,15
pensionering,1,2.33,1.23,15,0,15
pentagram,3,4.00,1.18,14,1,15
penvoerder,4,3.83,1.47,6,9,15
pep,3,1.91,1.38,11,4,15
peper,3,4.47,0.92,15,0,15
peperduur,1,2.20,1.15,15,0,15
peperkoek,2,4.87,0.35,15,0,15
pepermolen,4,4.87,0.35,15,0,15
pepermunt,1,4.87,0.35,15,0,15
pepermuntje,4,4.87,0.35,15,0,15
pepernoot,1,4.73,0.46,15,0,15
peperoni,3,4.53,0.52,15,0,15
pepmiddel,5,3.13,0.99,15,0,15
peppel,3,2.67,2.08,3,12,15
peppen,2,2.00,0.67,10,5,15
peppil,5,3.67,1.22,9,6,15
peptalk,2,2.93,0.96,15,0,15
per,5,1.31,1.11,13,2,15
perceel,3,3.47,1.13,15,0,15
percent,2,2.07,0.96,15,0,15
percentage,4,2.47,1.25,15,0,15
perceptie,1,1.53,0.64,15,0,15
perceptueel,2,1.40,0.51,15,0,15
percipiëren,2,1.77,1.17,13,2,15
percolator,4,4.38,1.06,8,7,15
percussie,4,3.80,0.86,15,0,15
perelaar,3,3.90,1.45,10,5,15
perenboom,5,4.73,0.70,15,0,15
perfect,3,1.73,1.28,15,0,15
perfectie,2,1.27,0.46,15,0,15
perfectioneren,4,2.00,1.25,15,0,15
perfectionist,1,2.27,1.16,15,0,15
perfectum,5,1.40,0.70,10,5,15
perfide,2,2.00,1.00,3,12,15
perforatie,4,4.00,1.07,15,0,15
perforator,4,4.57,1.09,14,1,15
perforeren,2,4.27,0.80,15,0,15
performance,1,2.80,1.32,15,0,15
performant,2,2.08,1.26,13,2,15
performer,1,3.64,1.08,14,1,15
pergola,3,4.30,1.16,10,5,15
perifeer,3,1.85,0.99,13,2,15
periferie,1,3.00,1.20,15,0,15
perikel,2,2.14,1.29,14,1,15
perikelen,2,2.00,1.11,14,1,15
perimeter,5,3.55,1.13,11,4,15
perinataal,5,2.11,1.05,9,6,15
periode,3,2.07,1.03,15,0,15
periodiek,4,1.87,1.13,15,0,15
periscoop,3,4.14,1.23,14,1,15
perk,3,4.07,0.73,14,1,15
perkament,5,4.40,0.91,15,0,15
permafrost,1,3.30,1.34,10,5,15
permanent,1,2.20,1.37,15,0,15
permanentie,5,1.73,1.03,15,0,15
permeabel,1,2.83,1.47,12,3,15
permissie,5,1.64,1.01,14,1,15
permissief,1,1.91,1.14,11,4,15
permitteren,2,1.67,0.82,15,0,15
permutatie,4,2.00,1.00,11,4,15
perpendiculair,2,2.75,1.50,4,11,15
perplex,3,1.67,0.82,15,0,15
perron,3,4.20,0.94,15,0,15
pers,4,3.33,1.18,15,0,15
persbericht,5,3.07,1.16,15,0,15
persbureau,1,3.53,1.13,15,0,15
persconferentie,4,3.67,1.11,15,0,15
perse,2,1.33,0.72,15,0,15
persecutie,3,2.30,1.16,10,5,15
persen,4,3.73,1.16,15,0,15
perseveratie,4,1.63,0.74,8,7,15
persevereren,3,1.80,0.92,10,5,15
persiflage,5,2.25,1.75,8,7,15
persifleren,5,2.25,1.49,8,7,15
persistent,2,1.79,0.97,14,1,15
persistentie,5,1.46,0.88,13,2,15
persisteren,1,1.83,0.72,12,3,15
perskaart,5,3.67,1.44,12,3,15
persklaar,1,2.50,1.34,14,1,15
persmuskiet,1,4.00,1.15,7,8,15
personage,4,2.80,1.15,15,0,15
personalia,2,1.92,1.00,12,3,15
personeel,2,2.87,1.36,15,0,15
personen,2,3.47,1.06,15,0,15
persoon,3,3.00,1.31,15,0,15
persoonlijk,5,1.27,0.46,15,0,15
persoonlijkheid,4,1.60,0.74,15,0,15
persoonsvorm,1,1.60,1.12,15,0,15
perspectief,5,1.60,1.06,15,0,15
perspex,3,3.50,2.12,2,13,15
perspiratie,1,3.88,0.99,8,7,15
persuasief,1,2.00,1.21,12,3,15
persvrijheid,3,1.53,0.92,15,0,15
pertinent,3,1.46,0.88,13,2,15
pervasief,2,1.54,0.66,13,2,15
pervers,2,1.80,0.94,15,0,15
perversie,1,1.86,0.95,14,1,15
perversiteit,1,1.80,1.08,15,0,15
perzik,1,5.00,0.00,15,0,15
peseta,1,4.00,0.95,12,3,15
peso,2,3.82,1.40,11,4,15
pessarium,5,4.60,0.89,5,10,15
pessimisme,3,1.47,0.64,15,0,15
pessimist,4,2.27,1.16,15,0,15
pessimistisch,5,1.67,0.82,15,0,15
pest,1,2.67,1.45,15,0,15
pesten,3,3.40,1.18,15,0,15
pesterij,3,2.60,1.06,15,0,15
pesthaard,4,2.29,0.49,7,8,15
pesticide,4,3.87,0.99,15,0,15
pestilent,2,3.00,1.00,3,12,15
pestkop,5,2.60,1.18,15,0,15
pet,5,4.80,0.56,15,0,15
petekind,3,2.87,1.30,15,0,15
petemoei,4,2.86,1.77,7,8,15
peter,2,2.33,1.40,15,0,15
peterselie,2,4.87,0.35,15,0,15
petieterig,1,2.31,1.25,13,2,15
petitie,1,3.47,1.25,15,0,15
petoet,2,2.40,1.67,5,10,15
petroleum,2,3.93,1.22,15,0,15
pets,5,3.73,1.35,11,4,15
petticoat,3,4.25,1.16,8,7,15
petunia,1,4.67,0.49,12,3,15
peuk,5,4.33,0.90,15,0,15
peul,4,4.46,0.52,13,2,15
peulenschil,2,3.13,1.51,15,0,15
peulvrucht,1,4.60,0.51,15,0,15
peulvruchten,4,4.27,0.59,15,0,15
peuren,5,2.20,1.64,5,10,15
peut,2,3.00,2.83,2,13,15
peuter,3,3.67,0.90,15,0,15
peuteren,4,3.53,1.19,15,0,15
peutertuin,4,4.27,0.70,15,0,15
peuzelen,4,3.27,1.16,15,0,15
pezen,3,3.86,1.03,14,1,15
pezewever,1,2.44,1.42,9,6,15
pezig,3,3.60,1.06,15,0,15
pi,4,2.73,1.94,15,0,15
pianist,5,3.73,0.88,15,0,15
piano,1,4.93,0.26,15,0,15
pianola,5,3.71,0.95,7,8,15
pianoles,1,3.87,0.92,15,0,15
pianospelen,1,4.60,0.51,15,0,15
pias,5,3.00,1.58,5,10,15
piccolo,5,4.40,1.18,15,0,15
pickles,4,4.71,0.47,14,1,15
picknick,5,4.20,0.68,15,0,15
picknicken,1,4.27,0.59,15,0,15
picobello,4,2.13,0.92,15,0,15
pictogram,5,3.93,0.96,15,0,15
picturaal,5,2.08,1.24,12,3,15
piëdestal,5,3.29,1.50,7,8,15
piek,5,3.93,1.03,15,0,15
pieken,2,3.13,1.13,15,0,15
piekeren,5,2.53,1.25,15,0,15
piekfijn,2,1.87,0.83,15,0,15
piekuur,4,2.67,0.82,15,0,15
piel,2,5.00,0.00,1,14,15
pielen,2,2.00,1.73,3,12,15
piemel,3,4.87,0.35,15,0,15
pienter,1,2.27,1.16,15,0,15
piepelen,1,2.14,1.46,7,8,15
piepen,4,3.87,1.25,15,0,15
pieper,1,4.13,0.64,15,0,15
piepjong,5,2.00,0.93,15,0,15
piepklein,5,2.73,1.03,15,0,15
piepkuiken,3,4.27,0.88,15,0,15
piepschuim,2,4.73,0.59,15,0,15
piepstem,5,4.20,0.86,15,0,15
pieptoon,2,4.53,0.74,15,0,15
piepzak,5,3.00,1.60,8,7,15
pier,1,4.73,0.46,15,0,15
piercing,5,4.80,0.56,15,0,15
pierewaaien,3,1.88,1.46,8,7,15
pierewaaier,3,2.17,1.60,6,9,15
pierlala,1,2.00,1.41,10,5,15
pierrot,4,4.00,1.32,9,6,15
pies,3,4.33,0.87,9,6,15
piesen,5,3.17,1.53,12,3,15
piet,1,4.13,1.13,15,0,15
piëteit,4,1.33,0.52,6,9,15
pietepeuterig,5,1.73,1.01,11,4,15
pieterman,4,2.83,1.72,6,9,15
pietluttig,4,1.53,0.64,15,0,15
pietzak,1,2.23,1.36,13,2,15
pigment,2,3.60,1.35,15,0,15
pij,3,4.38,1.19,8,7,15
pijl,2,4.87,0.35,15,0,15
pijler,5,3.33,1.50,15,0,15
pijlkruid,3,3.92,1.12,13,2,15
pijlsnel,2,2.64,1.08,14,1,15
pijn,5,3.29,1.38,14,1,15
pijnbank,2,3.20,1.42,15,0,15
pijnboom,5,4.80,0.56,15,0,15
pijngrens,5,2.47,1.19,15,0,15
pijnigen,3,3.13,0.99,15,0,15
pijnlijk,4,2.87,0.92,15,0,15
pijnloos,5,2.53,0.92,15,0,15
pijnpunt,4,2.60,1.24,15,0,15
pijnstiller,3,3.80,0.94,15,0,15
pijp,3,4.53,0.64,15,0,15
pijpen,5,4.00,1.13,15,0,15
pijpenla,4,4.30,0.48,10,5,15
pijpleiding,1,4.40,0.83,15,0,15
pijplijn,2,3.53,1.55,15,0,15
pik,1,4.33,1.05,15,0,15
pikant,5,4.13,1.13,15,0,15
pikdonker,3,3.60,1.24,15,0,15
piket,4,4.42,1.16,12,3,15
pikhouweel,2,4.71,0.61,14,1,15
pikkel,4,4.38,0.77,13,2,15
pikken,2,3.40,1.24,15,0,15
pikuur,2,3.67,1.37,12,3,15
pikzwart,2,4.07,0.96,15,0,15
pil,2,4.67,0.49,15,0,15
pilaar,5,4.47,0.92,15,0,15
pilipili,3,4.62,0.65,13,2,15
pillamp,1,4.87,0.35,15,0,15
pillen,2,4.67,0.49,15,0,15
pillendoos,4,4.60,0.51,15,0,15
piloot,5,3.73,1.22,15,0,15
pils,2,4.47,0.64,15,0,15
pimpelen,4,1.60,0.89,5,10,15
pimpelmees,2,4.73,0.59,15,0,15
pimpen,2,2.57,0.94,14,1,15
pin,2,3.87,1.19,15,0,15
pinakel,5,3.00,1.00,3,12,15
pinautomaat,5,4.43,0.76,14,1,15
pincet,2,4.87,0.35,15,0,15
pincher,2,3.20,2.05,5,10,15
pincode,5,3.40,1.24,15,0,15
pinda,4,4.87,0.35,15,0,15
pindakaas,2,4.80,0.56,15,0,15
pindanoot,4,4.67,1.05,15,0,15
pineut,1,2.13,1.25,15,0,15
pingelen,4,2.18,1.08,11,4,15
pingping,5,3.10,1.52,10,5,15
pingpong,4,4.47,0.92,15,0,15
pingpongen,5,4.13,1.06,15,0,15
pinguïn,4,4.87,0.52,15,0,15
pink,2,4.93,0.26,15,0,15
pinkelen,1,3.50,1.60,8,7,15
pinken,2,4.13,1.25,15,0,15
pinker,3,4.07,0.96,15,0,15
pinnen,3,3.60,0.83,15,0,15
pinnig,2,2.00,0.93,8,7,15
pint,1,4.80,0.41,15,0,15
pintelieren,1,3.40,1.18,15,0,15
pintje,4,4.60,0.83,15,0,15
pinup,3,3.36,1.39,14,1,15
pioen,3,4.75,0.50,4,11,15
pion,4,4.53,0.64,15,0,15
pionier,1,2.73,1.16,15,0,15
pionieren,5,2.73,1.01,11,4,15
pipet,3,4.62,0.51,13,2,15
pips,3,2.69,1.25,13,2,15
piraat,2,4.20,0.94,15,0,15
piramide,5,4.60,0.91,15,0,15
piranha,2,4.73,0.59,15,0,15
piraten,3,4.00,0.93,15,0,15
piraterij,3,1.93,1.16,15,0,15
pirouette,2,4.53,0.64,15,0,15
pis,3,4.47,0.64,15,0,15
pisang,5,4.54,0.97,13,2,15
pisbloem,4,4.53,1.13,15,0,15
piskous,3,1.83,1.60,6,9,15
pisnijdig,2,2.27,1.16,15,0,15
pispaal,4,3.80,1.26,15,0,15
pispot,4,4.47,0.64,15,0,15
pissebed,1,4.80,0.41,15,0,15
pissen,3,4.27,0.80,15,0,15
pissig,3,2.33,1.23,15,0,15
pistache,3,4.47,0.52,15,0,15
piste,4,4.33,0.62,15,0,15
pistolet,5,4.80,0.56,15,0,15
piston,2,4.33,0.82,6,9,15
pistool,3,4.87,0.35,15,0,15
pistoolschot,4,4.13,0.83,15,0,15
pit,1,4.40,1.24,15,0,15
pita,4,4.73,0.70,15,0,15
pitcher,2,3.73,1.01,11,4,15
pitsen,5,3.80,1.15,15,0,15
pitslamp,3,4.54,0.66,13,2,15
pitten,4,3.87,1.60,15,0,15
pittig,3,2.73,1.10,15,0,15
pittoresk,3,2.27,1.28,15,0,15
pizza,3,4.80,0.56,15,0,15
pizzeria,4,4.53,0.64,15,0,15
plaag,1,2.67,0.98,15,0,15
plaaggeest,3,2.27,1.22,15,0,15
plaagziek,5,1.83,1.19,12,3,15
plaaster,5,3.87,1.13,15,0,15
plaat,2,4.20,0.94,15,0,15
plaatje,5,3.87,0.99,15,0,15
plaats,2,2.80,1.08,15,0,15
plaatsbewijs,3,3.13,1.30,15,0,15
plaatselijk,2,2.47,1.19,15,0,15
plaatsen,3,2.80,1.21,15,0,15
plaatshebben,2,2.00,0.65,15,0,15
plaatsing,1,2.80,1.32,15,0,15
plaatsnemen,2,3.20,1.21,15,0,15
plaatsvinden,4,1.87,0.74,15,0,15
plaatwerk,2,3.00,1.04,12,3,15
placebo,4,3.21,1.37,14,1,15
placemat,3,4.50,0.65,14,1,15
placenta,5,4.47,0.74,15,0,15
placeren,5,2.93,1.28,15,0,15
pladijs,1,4.87,0.35,15,0,15
plafond,4,4.80,0.41,15,0,15
plag,1,4.67,0.58,3,12,15
plagen,5,3.00,1.20,15,0,15
plagerij,5,2.27,0.96,15,0,15
plagiaat,4,2.14,1.10,14,1,15
plagiëren,3,2.33,1.18,15,0,15
plaid,1,4.50,0.67,12,3,15
plak,1,4.00,0.96,14,1,15
plakband,4,4.87,0.35,15,0,15
plakboek,3,4.47,0.64,15,0,15
plakkaat,1,4.27,0.88,15,0,15
plakkaatverf,2,4.53,0.74,15,0,15
plakken,3,3.80,1.08,15,0,15
plakker,2,4.20,0.94,15,0,15
plakkerig,3,3.60,1.12,15,0,15
plakkertje,2,4.47,0.64,15,0,15
plaksel,4,3.93,1.10,15,0,15
plamuren,4,3.87,1.19,15,0,15
plamuur,5,4.27,0.65,11,4,15
plamuurmes,2,4.67,0.49,15,0,15
plan,1,2.93,1.58,15,0,15
planchet,2,3.22,1.30,9,6,15
planeet,2,3.73,1.44,15,0,15
planetair,2,2.31,1.25,13,2,15
planetarium,1,4.14,1.10,14,1,15
plank,2,4.73,0.59,15,0,15
planken,4,4.80,0.56,15,0,15
plankgas,3,3.33,1.05,15,0,15
plankier,1,4.17,0.75,6,9,15
plankton,1,4.33,0.90,15,0,15
plannen,3,2.40,1.18,15,0,15
planner,4,2.93,1.03,15,0,15
planning,4,3.00,1.25,15,0,15
planologie,5,2.11,1.05,9,6,15
planologisch,1,1.40,0.52,10,5,15
planoloog,3,2.55,1.69,11,4,15
plant,2,4.47,1.06,15,0,15
plantaardig,5,2.80,1.37,15,0,15
plantage,5,3.87,1.19,15,0,15
planten,5,4.20,1.15,15,0,15
planteneter,4,3.47,1.13,15,0,15
planter,5,3.15,1.28,13,2,15
plantkunde,5,2.13,1.06,15,0,15
plantsel,4,3.18,1.08,11,4,15
plantsoen,5,3.78,1.48,9,6,15
plaque,2,3.64,1.36,11,4,15
plaquette,4,4.11,1.27,9,6,15
plas,4,4.60,0.83,15,0,15
plasma,1,3.87,1.19,15,0,15
plassen,5,4.13,1.06,15,0,15
plasser,4,4.43,0.65,14,1,15
plastic,4,4.67,0.49,15,0,15
plasticine,3,4.43,1.09,14,1,15
plasticiteit,3,1.87,0.99,15,0,15
plastiek,4,4.07,1.16,15,0,15
plastisch,3,2.27,0.96,15,0,15
plastron,2,4.86,0.36,14,1,15
plat,1,4.07,0.96,15,0,15
plataan,5,4.69,0.63,13,2,15
platbodem,5,3.43,1.13,7,8,15
platbranden,5,3.67,1.29,15,0,15
plateau,5,4.00,0.85,15,0,15
platenspeler,5,4.53,0.99,15,0,15
platenzaak,5,4.13,0.99,15,0,15
platform,2,3.40,1.24,15,0,15
platgooien,1,3.87,0.74,15,0,15
platina,3,3.80,1.37,15,0,15
platitude,1,2.00,1.26,6,9,15
platleggen,4,3.33,1.18,15,0,15
platonisch,2,1.46,0.88,13,2,15
plattegrond,2,3.87,1.19,15,0,15
plattekaas,1,4.67,0.62,15,0,15
platteland,2,3.93,0.96,15,0,15
platvis,5,4.53,0.92,15,0,15
platvloers,3,2.47,1.41,15,0,15
platvoet,3,3.87,0.83,15,0,15
platzak,4,2.71,1.14,14,1,15
plausibel,3,1.50,0.85,14,1,15
plaveien,3,3.13,1.06,15,0,15
plaveisel,2,3.57,1.28,14,1,15
plavuis,4,4.75,0.50,4,11,15
playback,4,3.73,0.80,15,0,15
playbacken,1,4.00,1.00,15,0,15
playboy,5,3.07,1.10,15,0,15
plebejer,4,3.44,1.24,9,6,15
plebisciet,5,1.75,0.96,4,11,15
plebs,1,2.38,1.45,13,2,15
plechtig,2,1.80,0.94,15,0,15
plechtigheid,5,2.20,1.21,15,0,15
plechtstatig,2,1.85,0.99,13,2,15
plectrum,5,4.47,1.19,15,0,15
plee,4,4.38,0.87,13,2,15
pleegdochter,5,2.73,1.33,15,0,15
pleeggezin,2,2.80,1.37,15,0,15
pleegkind,5,2.47,1.25,15,0,15
pleegmoeder,5,2.53,1.13,15,0,15
pleegouder,1,3.13,1.13,15,0,15
pleegouders,4,3.27,0.96,15,0,15
pleegvader,2,2.67,1.29,15,0,15
pleegzoon,4,3.29,1.27,14,1,15
plegen,2,1.93,0.88,15,0,15
pleidooi,3,2.27,1.39,15,0,15
plein,3,4.40,0.74,15,0,15
pleinvrees,4,2.27,1.22,15,0,15
pleister,1,4.87,0.35,15,0,15
pleisteren,5,3.64,1.15,14,1,15
pleit,2,1.69,0.63,13,2,15
pleitbezorger,4,2.67,1.37,12,3,15
pleite,1,2.18,1.47,11,4,15
pleiten,2,2.20,0.86,15,0,15
plek,5,3.07,1.22,15,0,15
plenair,2,1.64,0.67,11,4,15
plengen,3,2.63,1.41,8,7,15
plens,1,3.82,1.25,11,4,15
plensbui,2,4.07,1.03,15,0,15
plenzen,5,3.38,1.33,13,2,15
pleonasme,4,2.25,1.14,12,3,15
pletten,2,4.13,0.64,15,0,15
pletwals,5,4.53,0.64,15,0,15
pleuren,3,2.14,1.07,7,8,15
pleuritis,1,3.40,1.52,5,10,15
plezant,4,2.47,1.13,15,0,15
plezier,5,2.13,1.06,15,0,15
plezieren,3,2.20,1.21,15,0,15
plezierig,1,2.13,1.13,15,0,15
pleziertje,2,2.20,0.77,15,0,15
plicht,4,1.50,0.65,14,1,15
plichtmatig,3,1.80,1.08,15,0,15
plichtsbesef,5,1.53,0.74,15,0,15
plint,2,4.67,0.62,15,0,15
plissé,1,3.50,1.22,6,9,15
plisseren,5,3.67,1.63,6,9,15
ploeg,2,3.67,1.11,15,0,15
ploegbaas,4,3.53,0.99,15,0,15
ploegen,5,3.87,1.36,15,0,15
ploegendienst,2,2.53,1.13,15,0,15
ploert,4,2.50,1.52,6,9,15
ploeteren,3,3.00,1.07,15,0,15
plof,5,3.50,0.94,14,1,15
ploffen,5,3.53,1.19,15,0,15
plomberen,2,3.82,1.17,11,4,15
plomp,3,2.71,1.14,14,1,15
plompen,2,2.29,1.25,7,8,15
plons,4,4.00,1.00,15,0,15
plonsen,4,3.67,1.29,15,0,15
plonzen,5,3.60,1.24,15,0,15
plooi,1,4.40,0.99,15,0,15
plooibaar,5,3.87,0.92,15,0,15
plooien,1,4.27,0.96,15,0,15
plooiing,3,3.33,1.40,15,0,15
plopper,2,2.88,1.55,8,7,15
plot,1,2.20,1.26,15,0,15
plots,1,1.60,0.91,15,0,15
plotseling,3,1.67,0.90,15,0,15
plotsklaps,1,1.29,0.47,14,1,15
plotten,3,3.00,1.36,14,1,15
pluche,2,4.13,0.83,15,0,15
pluchen,2,3.73,0.88,15,0,15
plug,1,4.13,1.13,15,0,15
pluggen,4,2.92,1.19,13,2,15
pluim,1,4.93,0.26,15,0,15
pluimage,3,2.92,1.31,12,3,15
pluimen,1,4.60,0.83,15,0,15
pluimstaart,3,4.20,0.56,15,0,15
pluimvee,4,4.13,0.52,15,0,15
pluis,5,4.27,1.10,15,0,15
pluisje,2,4.80,0.56,15,0,15
pluizen,4,3.53,1.13,15,0,15
pluizig,5,4.00,0.85,15,0,15
pluk,2,3.80,0.56,15,0,15
plukken,2,4.00,1.07,15,0,15
plukker,3,3.40,1.24,15,0,15
plumeau,4,4.77,0.44,13,2,15
plunderaar,3,3.27,1.10,15,0,15
plunderen,4,3.27,1.22,15,0,15
plundering,2,2.67,1.11,15,0,15
plunje,3,3.85,0.90,13,2,15
plunjezak,4,4.50,0.80,12,3,15
pluralis,2,1.36,0.50,11,4,15
pluralisme,1,1.57,1.09,14,1,15
pluralistisch,2,1.43,0.51,14,1,15
pluraliteit,5,1.43,0.65,14,1,15
pluriform,5,1.27,0.47,11,4,15
plurk,3,NA,NA,0,15,15
plus,3,2.60,1.30,15,0,15
plusminus,2,1.47,0.74,15,0,15
pluspunt,4,2.00,0.85,15,0,15
plussen,1,2.82,1.54,11,4,15
plusteken,4,4.27,1.39,15,0,15
plutonium,2,3.25,1.66,12,3,15
pluvier,4,3.50,1.29,4,11,15
pneumatisch,5,2.50,1.27,10,5,15
pneumonie,4,2.83,1.40,12,3,15
pochen,1,2.27,1.03,15,0,15
pocheren,3,3.50,0.94,14,1,15
pocherig,4,2.38,1.19,13,2,15
pochet,5,4.00,1.25,10,5,15
pocket,3,3.33,1.11,15,0,15
podium,5,4.33,0.90,15,0,15
poedel,5,4.73,0.59,15,0,15
poedelen,4,2.25,1.28,8,7,15
poedelnaakt,4,3.67,1.35,15,0,15
poeder,5,4.60,0.63,15,0,15
poederdoos,5,4.53,0.74,15,0,15
poederen,3,3.47,1.25,15,0,15
poedersuiker,1,4.73,0.46,15,0,15
poëet,3,2.73,1.33,15,0,15
poef,5,4.33,0.98,15,0,15
poeier,5,3.86,1.51,14,1,15
poeieren,5,3.38,1.50,13,2,15
poel,1,4.36,0.74,14,1,15
poelet,5,3.75,1.50,4,11,15
poelier,5,4.40,0.89,5,10,15
poema,4,4.47,1.06,15,0,15
poen,4,3.40,1.12,15,0,15
poenig,5,2.33,1.37,6,9,15
poep,2,4.87,0.52,15,0,15
poepen,2,4.07,0.96,15,0,15
poeper,3,3.71,0.83,14,1,15
poeperd,5,2.56,1.42,9,6,15
poepje,4,3.67,0.98,15,0,15
poes,4,4.67,0.82,15,0,15
poesje,3,4.20,1.21,15,0,15
poeslief,1,2.07,1.22,15,0,15
poespas,5,1.57,0.85,14,1,15
poet,2,3.00,1.73,3,12,15
poëtisch,2,1.47,0.52,15,0,15
poets,4,3.92,0.86,13,2,15
poetsen,5,3.93,1.22,15,0,15
poetsvrouw,5,3.40,0.99,15,0,15
poezelig,2,2.00,0.96,14,1,15
poëzie,3,2.93,1.28,15,0,15
poëziealbum,3,4.07,1.10,15,0,15
pof,1,4.00,1.60,8,7,15
pofbroek,4,4.53,1.06,15,0,15
poffen,3,2.86,1.23,14,1,15
poffertje,5,4.64,0.74,14,1,15
pogen,4,2.43,1.16,14,1,15
poging,3,2.00,1.20,15,0,15
pogrom,3,2.33,1.53,3,12,15
pointe,3,2.38,1.26,13,2,15
pokdalig,4,2.25,1.49,8,7,15
poken,4,3.36,1.43,11,4,15
poker,5,3.67,1.05,15,0,15
pokeraar,2,3.20,1.15,15,0,15
pokeren,5,3.87,1.36,15,0,15
pokerface,3,2.73,1.10,15,0,15
pokerspel,2,4.07,0.80,15,0,15
pokerspeler,4,3.73,0.96,15,0,15
pokken,5,4.00,1.36,14,1,15
pol,3,2.85,1.28,13,2,15
polair,3,2.00,1.41,15,0,15
polarisatie,5,1.50,0.65,14,1,15
polariseren,3,2.07,1.14,14,1,15
polariteit,1,1.53,0.74,15,0,15
polaroid,1,4.20,1.08,15,0,15
polder,1,4.43,0.85,14,1,15
polemiek,1,2.08,1.44,13,2,15
polemisch,2,1.44,1.01,9,6,15
polemiseren,1,2.20,1.23,10,5,15
polemist,4,2.29,1.38,7,8,15
polemologie,4,2.14,1.35,7,8,15
polemoloog,3,1.83,1.17,6,9,15
polenta,5,3.88,1.64,8,7,15
poliep,2,3.89,1.27,9,6,15
polijsten,2,3.71,1.07,14,1,15
polikliniek,4,3.54,1.20,13,2,15
poliklinisch,3,1.64,0.74,14,1,15
polio,4,3.77,1.09,13,2,15
polis,1,2.29,1.20,14,1,15
politica,5,2.67,1.23,15,0,15
politici,1,3.00,1.46,15,0,15
politicoloog,5,2.27,1.10,15,0,15
politicus,2,3.07,1.33,15,0,15
politie,3,3.67,0.90,15,0,15
politieagent,4,4.33,0.72,15,0,15
politieauto,1,4.87,0.35,15,0,15
politiechef,3,3.93,1.03,15,0,15
politiehond,4,4.33,0.72,15,0,15
politiek,2,1.40,0.63,15,0,15
politieker,1,3.00,1.31,15,0,15
politiekorps,5,3.20,1.08,15,0,15
politiemacht,5,2.40,0.91,15,0,15
politieman,1,4.60,0.63,15,0,15
politiepet,3,4.53,0.64,15,0,15
politiewagen,1,4.87,0.35,15,0,15
politiewerk,2,2.33,0.98,15,0,15
politiezaak,1,3.00,1.20,15,0,15
politioneel,3,1.75,1.06,12,3,15
politiseren,1,1.62,0.87,13,2,15
politoeren,1,3.80,1.10,5,10,15
polka,5,4.00,0.95,12,3,15
poll,4,3.00,1.20,15,0,15
pollen,2,3.93,1.10,15,0,15
pollepel,2,4.67,1.05,15,0,15
pollutie,1,3.08,1.38,13,2,15
polo,3,3.87,1.13,15,0,15
polonaise,3,3.60,1.24,15,0,15
pols,3,4.47,1.06,15,0,15
polsen,4,3.33,1.54,15,0,15
polshorloge,4,4.80,0.41,15,0,15
polsslag,2,4.20,0.77,15,0,15
polsstok,4,4.27,1.28,15,0,15
polyamide,3,2.22,1.39,9,6,15
polyandrie,1,2.60,1.82,5,10,15
polychroom,3,2.18,1.17,11,4,15
polyester,3,3.67,1.23,15,0,15
polyether,4,3.50,1.24,12,3,15
polyfonie,3,2.36,1.29,11,4,15
polyfoon,3,3.00,1.48,12,3,15
polygaam,2,1.85,1.14,13,2,15
polygamie,1,2.53,1.13,15,0,15
polyglot,5,2.22,0.97,9,6,15
polygoon,4,2.64,1.50,11,4,15
polymeer,5,3.08,1.71,13,2,15
polymorf,4,2.00,0.95,12,3,15
polynoom,4,2.00,1.41,7,8,15
polyvalent,3,1.73,1.03,15,0,15
pomerans,2,3.00,2.31,4,11,15
pommade,4,4.09,0.94,11,4,15
pomp,5,4.53,0.92,15,0,15
pompaf,4,2.07,0.92,14,1,15
pompbak,1,4.73,0.46,15,0,15
pompbediende,4,3.80,1.01,15,0,15
pompelmoes,4,4.87,0.52,15,0,15
pompen,1,4.20,0.94,15,0,15
pompeus,4,1.63,0.74,8,7,15
pompier,3,4.00,0.93,15,0,15
pompist,1,4.21,0.89,14,1,15
pompoen,2,4.93,0.26,15,0,15
pompon,5,4.36,0.93,14,1,15
pompstation,3,4.60,0.63,15,0,15
pompsteen,4,4.23,0.93,13,2,15
pon,2,4.00,1.55,6,9,15
poncho,4,4.67,1.05,15,0,15
pond,3,3.20,1.32,15,0,15
poneren,5,2.00,0.85,12,3,15
ponsen,5,3.56,1.42,9,6,15
ponskaart,3,4.33,1.41,9,6,15
pont,1,4.44,0.73,9,6,15
pontificaal,4,1.67,0.71,9,6,15
pontificaat,5,2.33,1.22,9,6,15
ponton,1,4.11,1.54,9,6,15
pony,1,4.87,0.35,15,0,15
pooier,4,3.67,0.72,15,0,15
pook,4,4.00,1.15,13,2,15
pool,3,2.87,1.30,15,0,15
poolster,3,4.33,0.82,15,0,15
poon,2,3.00,2.00,7,8,15
poort,1,4.80,0.41,15,0,15
poorter,2,2.60,1.26,10,5,15
poos,1,2.27,1.33,15,0,15
poot,1,4.80,0.56,15,0,15
pootafdruk,3,4.60,0.51,15,0,15
pootgoed,1,3.40,2.19,5,10,15
pootjebaden,4,4.00,1.31,15,0,15
